section,outcome,adjustment,term,label,coef_log_odds,se,z,p_value,estimate_type,estimate,ci_low,ci_high,n_conversations,n_user_turns,n_constructive_turns,log_likelihood,model_source_reference,n_recoverable_model_source_levels,n_model_source_fixed_effects,formula,se_type,notes
2.2,any constructive turn,dataset FE,Intercept,Intercept,-3.265619,0.051916,-62.902424,0,odds ratio,0.038173,0.034480,0.042262,128569,,,-45475.243659,,0,0,has_Cog_C ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,dataset FE,intentional_framing,Intentional framing,1.107760,0.017381,63.733137,0,odds ratio,3.027568,2.926165,3.132486,128569,,,-45475.243659,,0,0,has_Cog_C ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,dataset FE,coding_task,Coding task ecology,0.635405,0.049407,12.860664,7.49305e-38,odds ratio,1.887787,1.713551,2.079739,128569,,,-45475.243659,,0,0,has_Cog_C ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,dataset FE,length_4_6_user_turns,4--6 user turns,0.728470,0.019832,36.731730,2.27605e-295,odds ratio,2.071908,1.992916,2.154031,128569,,,-45475.243659,,0,0,has_Cog_C ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,dataset FE,length_7plus_user_turns,7+ user turns,1.274279,0.023274,54.751611,0,odds ratio,3.576123,3.416657,3.743032,128569,,,-45475.243659,,0,0,has_Cog_C ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,dataset FE,dataset_LMSYS,dataset_LMSYS,-0.351364,0.018613,-18.876866,1.76768e-79,odds ratio,0.703727,0.678516,0.729875,128569,,,-45475.243659,,0,0,has_Cog_C ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,dataset FE,dataset_ShareChat,dataset_ShareChat,0.826591,0.038314,21.574077,3.14698e-103,odds ratio,2.285514,2.120168,2.463755,128569,,,-45475.243659,,0,0,has_Cog_C ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,dataset FE,Intercept,Intercept,-3.903933,0.062555,-62.407594,0,odds ratio,0.020162,0.017836,0.022792,128569,491685,24227,-92633.576704,,0,0,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,dataset FE,intentional_framing,Intentional framing,1.022258,0.018722,54.600870,0,odds ratio,2.779463,2.679317,2.883353,128569,491685,24227,-92633.576704,,0,0,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,dataset FE,coding_task,Coding task ecology,0.509746,0.061915,8.232951,1.82657e-16,odds ratio,1.664868,1.474608,1.879677,128569,491685,24227,-92633.576704,,0,0,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,dataset FE,length_4_6_user_turns,4--6 user turns,0.126112,0.019284,6.539860,6.15766e-11,odds ratio,1.134410,1.092334,1.178106,128569,491685,24227,-92633.576704,,0,0,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,dataset FE,length_7plus_user_turns,7+ user turns,0.061503,0.023828,2.581142,0.00984742,odds ratio,1.063434,1.014911,1.114277,128569,491685,24227,-92633.576704,,0,0,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,dataset FE,dataset_LMSYS,dataset_LMSYS,-0.328714,0.019779,-16.619339,5.04862e-62,odds ratio,0.719849,0.692477,0.748303,128569,491685,24227,-92633.576704,,0,0,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,constructive-turn rate,dataset FE,dataset_ShareChat,dataset_ShareChat,0.835071,0.040910,20.412350,1.29888e-92,odds ratio,2.304977,2.127371,2.497411,128569,491685,24227,-92633.576704,,0,0,Cog_C_count out of user_turns ~ user framing + task ecology + length bucket + dataset fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,Intercept,Intercept,-3.166548,0.113910,-27.798571,4.51379e-170,odds ratio,0.042149,0.033715,0.052692,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,intentional_framing,Intentional framing,1.116313,0.017484,63.846140,0,odds ratio,3.053575,2.950703,3.160033,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,coding_task,Coding task ecology,0.634962,0.049448,12.840990,9.66303e-38,odds ratio,1.886950,1.712653,2.078985,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,length_4_6_user_turns,4--6 user turns,0.730834,0.019965,36.605415,2.34553e-293,odds ratio,2.076813,1.997113,2.159693,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,length_7plus_user_turns,7+ user turns,1.275241,0.023499,54.267771,0,odds ratio,3.579564,3.418435,3.748287,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::alpaca-13b,model_source::LMSYS::alpaca-13b,-0.752500,0.127676,-5.893819,3.77371e-09,odds ratio,0.471187,0.366871,0.605165,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::chatglm-6b,model_source::LMSYS::chatglm-6b,-0.694587,0.142284,-4.881683,1.05184e-06,odds ratio,0.499281,0.377772,0.659872,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::claude-1,model_source::LMSYS::claude-1,-0.384407,0.131200,-2.929938,0.0033903,odds ratio,0.680854,0.526471,0.880509,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::claude-instant-1,model_source::LMSYS::claude-instant-1,0.109361,0.201498,0.542742,0.587307,odds ratio,1.115565,0.751583,1.655820,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::dolly-v2-12b,model_source::LMSYS::dolly-v2-12b,-0.640561,0.163440,-3.919253,8.8824e-05,odds ratio,0.526997,0.382547,0.725990,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::fastchat-t5-3b,model_source::LMSYS::fastchat-t5-3b,-0.954048,0.191666,-4.977660,6.43575e-07,odds ratio,0.385179,0.264553,0.560805,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::gpt-3.5-turbo,model_source::LMSYS::gpt-3.5-turbo,-0.450884,0.206477,-2.183702,0.0289842,odds ratio,0.637065,0.425037,0.954861,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::gpt-4,model_source::LMSYS::gpt-4,-0.145553,0.169650,-0.857956,0.390917,odds ratio,0.864544,0.619980,1.205582,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::gpt4all-13b-snoozy,model_source::LMSYS::gpt4all-13b-snoozy,-0.185422,0.197121,-0.940654,0.346882,odds ratio,0.830753,0.564520,1.222544,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::guanaco-33b,model_source::LMSYS::guanaco-33b,-0.487568,0.178317,-2.734275,0.00625178,odds ratio,0.614118,0.432978,0.871041,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::koala-13b,model_source::LMSYS::koala-13b,-0.483701,0.117990,-4.099493,4.14055e-05,odds ratio,0.616498,0.489211,0.776903,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::llama-13b,model_source::LMSYS::llama-13b,-1.265474,0.194203,-6.516239,7.20923e-11,odds ratio,0.282106,0.192798,0.412782,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::llama-2-13b-chat,model_source::LMSYS::llama-2-13b-chat,-0.331095,0.127069,-2.605622,0.00917077,odds ratio,0.718137,0.559814,0.921236,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::llama-2-7b-chat,model_source::LMSYS::llama-2-7b-chat,-0.537471,0.288276,-1.864430,0.0622614,odds ratio,0.584224,0.332043,1.027934,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::mpt-30b-chat,model_source::LMSYS::mpt-30b-chat,-0.095308,0.195063,-0.488601,0.625124,odds ratio,0.909093,0.620251,1.332444,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::mpt-7b-chat,model_source::LMSYS::mpt-7b-chat,-0.601008,0.183426,-3.276576,0.00105074,odds ratio,0.548259,0.382693,0.785454,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::oasst-pythia-12b,model_source::LMSYS::oasst-pythia-12b,-0.471013,0.162600,-2.896766,0.00377031,odds ratio,0.624370,0.453977,0.858715,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::palm-2,model_source::LMSYS::palm-2,-0.082869,0.213537,-0.388081,0.697956,odds ratio,0.920471,0.605681,1.398866,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::stablelm-tuned-alpha-7b,model_source::LMSYS::stablelm-tuned-alpha-7b,-0.824944,0.215367,-3.830408,0.000127931,odds ratio,0.438259,0.287347,0.668429,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::vicuna-13b,model_source::LMSYS::vicuna-13b,-0.433048,0.104183,-4.156603,3.23015e-05,odds ratio,0.648529,0.528746,0.795448,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::vicuna-33b,model_source::LMSYS::vicuna-33b,-0.232956,0.137511,-1.694094,0.0902474,odds ratio,0.792188,0.605030,1.037242,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::vicuna-7b,model_source::LMSYS::vicuna-7b,-0.781991,0.190932,-4.095652,4.20983e-05,odds ratio,0.457494,0.314674,0.665136,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::LMSYS::wizardlm-13b,model_source::LMSYS::wizardlm-13b,-0.121051,0.170072,-0.711763,0.476612,odds ratio,0.885989,0.634833,1.236507,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::ShareChat::chatgpt,model_source::ShareChat::chatgpt,0.806203,0.109843,7.339581,2.14264e-13,odds ratio,2.239389,1.805631,2.777345,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::ShareChat::grok,model_source::ShareChat::grok,-0.045777,0.271158,-0.168819,0.865939,odds ratio,0.955255,0.561443,1.625300,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::ShareChat::perplexity,model_source::ShareChat::perplexity,-0.146864,0.198088,-0.741409,0.458445,odds ratio,0.863411,0.585601,1.273015,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-3.5-turbo,model_source::WildChat::gpt-3.5-turbo,-0.154045,0.105723,-1.457068,0.145098,odds ratio,0.857233,0.696797,1.054610,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-3.5-turbo-0125,model_source::WildChat::gpt-3.5-turbo-0125,-0.087583,0.114020,-0.768136,0.442406,odds ratio,0.916143,0.732668,1.145564,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-3.5-turbo-0301,model_source::WildChat::gpt-3.5-turbo-0301,-0.087198,0.116840,-0.746302,0.455485,odds ratio,0.916496,0.728911,1.152356,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-3.5-turbo-0613,model_source::WildChat::gpt-3.5-turbo-0613,-0.589754,0.106319,-5.547010,2.90596e-08,odds ratio,0.554464,0.450166,0.682926,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-4,model_source::WildChat::gpt-4,0.337009,0.117148,2.876772,0.00401766,odds ratio,1.400752,1.113378,1.762301,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-4-0125-preview,model_source::WildChat::gpt-4-0125-preview,-0.017208,0.112510,-0.152949,0.878439,odds ratio,0.982939,0.788418,1.225453,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-4-0314,model_source::WildChat::gpt-4-0314,0.604663,0.134738,4.487700,7.19963e-06,odds ratio,1.830635,1.405758,2.383928,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-4-1106-preview,model_source::WildChat::gpt-4-1106-preview,0.158272,0.110134,1.437086,0.150694,odds ratio,1.171485,0.944036,1.453734,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
2.2,any constructive turn,model/source FE,model_source::WildChat::gpt-4-turbo-2024-04-09,model_source::WildChat::gpt-4-turbo-2024-04-09,-0.286928,0.133457,-2.149968,0.0315577,odds ratio,0.750565,0.577813,0.974966,128569,,,-45110.626387,LMSYS::RWKV-4-Raven-14B,44,40,has_Cog_C ~ user framing + task ecology + length bucket + model/source fixed effects,conversation-robust sandwich,Model/source sensitivity replaces dataset fixed effects with recoverable model or source-family indicators; model/source labels are observational metadata.
